batch_id,settling_time,n_samples,input_distance,state_distance
637,1083.0,110,0.92,325.1481426314441
638,1088.0,110,0.9268528739773104,357.98054332072456
639,1092.0,111,0.8696119824381447,309.67505688704745
640,580.0,59,0.20385350131896185,26.524253153827512
641,1088.0,110,0.9321480569094162,368.96062655432655
642,810.0,82,0.2429120211105247,31.134950997239226
643,725.0,74,0.2226123311948375,54.31626429459496
644,468.0,48,0.19171919570037846,53.382924170622026
645,917.0,93,0.6739621651101789,434.1058710269296
646,448.0,46,0.11939953936259552,8.552375524764537
647,450.0,46,0.2655301301170923,34.7318623109048
648,551.0,57,0.16999999999999998,122.24692700107494
649,567.0,58,0.10965856099730655,100.60618295088267
650,666.0,68,0.2136000936329383,205.67606721863052
651,591.0,61,0.1257229096068016,94.50762935277795
652,1015.0,103,0.9033306426774196,421.149514496713
653,783.0,80,0.2499999999999999,85.05222488535834
654,1116.0,113,0.84,199.04385281016084
655,714.0,73,0.164335784295448,137.45400862844193
656,894.0,91,0.6997142273814361,38.386741121946564
657,738.0,75,0.7302439660825688,179.33367370742732
658,738.0,75,0.2464878293141468,90.55009967174735
659,783.0,80,0.27414640249326633,8.298814323773865
660,1040.0,105,0.6293647591023825,204.44379244363265
661,382.0,40,0.11939953936259554,2.1353880496186535
662,1028.0,104,0.7432361670424817,144.2029256081865
663,1112.0,113,0.8532877591996735,237.74989681673262
664,1028.0,104,0.6841235268575406,215.37246723763187
665,738.0,75,0.15999999999999992,44.31373552776528
666,871.0,89,0.32218977327035064,54.16479337894875
667,599.0,61,0.16999999999999996,34.770500141263206
668,985.0,100,0.7543374576408095,433.61676928023047
669,874.0,89,0.37088576408376744,333.8488146381964
670,940.0,95,0.744043009509531,250.3249441924604
671,458.0,47,0.11939953936259548,27.21712751340361
672,580.0,59,0.07999999999999996,2.3454360618391914
673,421.0,44,0.7136219237103076,192.63741006603516
674,967.0,98,0.2898706608127149,65.9039601071329
675,558.0,57,0.11939953936259551,45.68208321271035
676,784.0,80,0.8154140052758476,14.69570239926579
677,587.0,60,0.255,36.64026609682344
678,40.0,5,0.15000000000000002,40.54750374643158
679,418.0,43,0.054829280498653356,39.01643530120703
680,876.0,89,0.22946949688357274,69.69299396450296
681,829.0,84,0.6328951334936934,469.40722045018117
682,443.0,46,0.15524174696260026,84.95387699673748
683,558.0,57,0.08835298523536146,68.65442844340713
684,439.0,45,0.3026549190084311,46.468321935038574
685,823.0,84,0.24291202111052473,186.19771627153918
686,974.0,99,0.5665906811799856,6.1241165275036655
687,600.0,61,0.08000000000000007,22.911939989833222
688,461.0,48,0.05482928049865324,24.232561880948694
689,1101.0,112,0.923052002868744,291.50734294909114
690,674.0,69,0.20348525745124635,176.83811447443378
691,905.0,92,0.7846177413237607,332.3528043050351
692,195.0,21,0.6,159.96442021440032
693,436.0,45,0.08500000000000003,17.743482403109624
694,783.0,80,0.21360009363293822,17.62253081673369
