test_batch,output,observed_anchor_count,learned_kernel
653,T,12,"1.64**2 * RBF(length_scale=[0.883, 7.05, 20, 3.21, 8.18, 4.22]) + WhiteKernel(noise_level=9.93e-05)"
748,Cb,3,"1.1**2 * RBF(length_scale=[0.833, 20, 20, 0.843, 20, 2.03]) + WhiteKernel(noise_level=0.000138)"
748,T,3,"1.3**2 * RBF(length_scale=[0.737, 4.34, 4.45, 1.63, 6.65, 4.21]) + WhiteKernel(noise_level=0.000323)"
748,Cb,4,"1.1**2 * RBF(length_scale=[0.834, 20, 20, 0.847, 20, 2.02]) + WhiteKernel(noise_level=0.000136)"
748,T,4,"1.3**2 * RBF(length_scale=[0.74, 4.22, 4.49, 1.61, 6.67, 4.22]) + WhiteKernel(noise_level=0.000319)"
748,Cb,5,"1.08**2 * RBF(length_scale=[0.837, 20, 20, 0.818, 20, 1.97]) + WhiteKernel(noise_level=0.000139)"
748,T,5,"1.31**2 * RBF(length_scale=[0.744, 3.67, 4.57, 1.66, 6.86, 4.16]) + WhiteKernel(noise_level=0.000323)"
748,Cb,6,"1.06**2 * RBF(length_scale=[0.831, 1.14, 20, 1.47, 20, 2.33]) + WhiteKernel(noise_level=0.000138)"
748,T,6,"1.31**2 * RBF(length_scale=[0.746, 3, 4.79, 1.75, 7.06, 4.03]) + WhiteKernel(noise_level=0.000324)"
748,Cb,7,"1.07**2 * RBF(length_scale=[0.834, 1.15, 20, 1.5, 20, 2.36]) + WhiteKernel(noise_level=0.000136)"
748,T,7,"1.31**2 * RBF(length_scale=[0.747, 2.89, 4.93, 1.8, 7.14, 4.01]) + WhiteKernel(noise_level=0.000318)"
748,Cb,8,"1.1**2 * RBF(length_scale=[0.838, 1.14, 20, 1.61, 20, 2.48]) + WhiteKernel(noise_level=0.000137)"
748,T,8,"1.33**2 * RBF(length_scale=[0.75, 2.84, 5.13, 1.85, 7.16, 4.04]) + WhiteKernel(noise_level=0.000314)"
748,Cb,9,"1.11**2 * RBF(length_scale=[0.841, 1.15, 20, 1.64, 20, 2.51]) + WhiteKernel(noise_level=0.000136)"
748,T,9,"1.36**2 * RBF(length_scale=[0.754, 2.67, 5.57, 1.98, 7.14, 4.12]) + WhiteKernel(noise_level=0.000317)"
748,Cb,10,"1.12**2 * RBF(length_scale=[0.842, 1.16, 20, 1.67, 20, 2.53]) + WhiteKernel(noise_level=0.000136)"
748,T,10,"1.38**2 * RBF(length_scale=[0.755, 2.43, 6.15, 2.11, 7.09, 4.15]) + WhiteKernel(noise_level=0.000321)"
748,Cb,11,"1.15**2 * RBF(length_scale=[0.842, 1.14, 20, 1.75, 20, 2.64]) + WhiteKernel(noise_level=0.000138)"
748,T,11,"1.37**2 * RBF(length_scale=[0.75, 2.28, 6.47, 2.17, 6.95, 4.1]) + WhiteKernel(noise_level=0.000313)"
748,Cb,12,"1.15**2 * RBF(length_scale=[0.838, 1.12, 20, 1.77, 20, 2.69]) + WhiteKernel(noise_level=0.000137)"
748,T,12,"1.38**2 * RBF(length_scale=[0.747, 2.28, 6.59, 2.21, 7.02, 4.13]) + WhiteKernel(noise_level=0.000308)"
788,Cb,3,"1.27**2 * RBF(length_scale=[0.882, 1.29, 20, 1.74, 20, 3.44]) + WhiteKernel(noise_level=7.78e-05)"
788,T,3,"1.51**2 * RBF(length_scale=[0.705, 1.43, 4.63, 10.7, 20, 1.7]) + WhiteKernel(noise_level=0.000344)"
788,Cb,4,"1.23**2 * RBF(length_scale=[0.873, 1.21, 20, 1.86, 20, 3.34]) + WhiteKernel(noise_level=7.6e-05)"
788,T,4,"1.35**2 * RBF(length_scale=[0.708, 20, 20, 1.03, 4.2, 4.53]) + WhiteKernel(noise_level=0.000283)"
788,Cb,5,"1.3**2 * RBF(length_scale=[0.893, 1.4, 20, 1.67, 20, 3.6]) + WhiteKernel(noise_level=8.16e-05)"
788,T,5,"1.35**2 * RBF(length_scale=[0.702, 20, 20, 1.02, 4.38, 4.7]) + WhiteKernel(noise_level=0.000297)"
788,Cb,6,"1.3**2 * RBF(length_scale=[0.896, 1.43, 20, 1.67, 20, 3.63]) + WhiteKernel(noise_level=7.75e-05)"
788,T,6,"1.32**2 * RBF(length_scale=[0.716, 20, 20, 1.02, 4.51, 4.88]) + WhiteKernel(noise_level=0.000341)"
788,Cb,7,"1.32**2 * RBF(length_scale=[0.897, 1.41, 20, 1.8, 20, 3.72]) + WhiteKernel(noise_level=7.62e-05)"
788,T,7,"1.34**2 * RBF(length_scale=[0.733, 20, 20, 1.03, 4.86, 5.07]) + WhiteKernel(noise_level=0.000343)"
788,Cb,8,"1.31**2 * RBF(length_scale=[0.906, 1.2, 20, 1.99, 20, 3.59]) + WhiteKernel(noise_level=7.83e-05)"
788,T,8,"1.36**2 * RBF(length_scale=[0.74, 20, 20, 1.04, 5.04, 5.14]) + WhiteKernel(noise_level=0.000333)"
788,Cb,9,"1.29**2 * RBF(length_scale=[0.906, 1.25, 20, 1.95, 20, 3.6]) + WhiteKernel(noise_level=8.06e-05)"
788,T,9,"1.35**2 * RBF(length_scale=[0.748, 20, 20, 1.04, 4.97, 5]) + WhiteKernel(noise_level=0.000349)"
788,Cb,10,"1.26**2 * RBF(length_scale=[0.903, 1.2, 20, 1.92, 20, 3.49]) + WhiteKernel(noise_level=7.93e-05)"
788,T,10,"1.33**2 * RBF(length_scale=[0.747, 20, 20, 1.03, 4.89, 4.88]) + WhiteKernel(noise_level=0.00034)"
788,Cb,11,"1.27**2 * RBF(length_scale=[0.902, 1.22, 20, 1.93, 20, 3.53]) + WhiteKernel(noise_level=7.95e-05)"
788,T,11,"1.36**2 * RBF(length_scale=[0.753, 20, 20, 1.04, 5, 4.95]) + WhiteKernel(noise_level=0.000351)"
788,Cb,12,"1.28**2 * RBF(length_scale=[0.899, 1.18, 20, 1.99, 20, 3.54]) + WhiteKernel(noise_level=8.53e-05)"
788,T,12,"1.34**2 * RBF(length_scale=[0.744, 20, 20, 1.04, 4.85, 4.76]) + WhiteKernel(noise_level=0.000339)"
803,Cb,3,"1.23**2 * RBF(length_scale=[1.24, 2.24, 20, 2.43, 20, 2.49]) + WhiteKernel(noise_level=2.98e-05)"
803,T,3,"2.94**2 * RBF(length_scale=[1.64, 6.43, 14.8, 5.07, 4.5, 4.47]) + WhiteKernel(noise_level=0.00105)"
803,Cb,4,"1.24**2 * RBF(length_scale=[1.24, 2.24, 20, 2.47, 20, 2.51]) + WhiteKernel(noise_level=2.97e-05)"
803,T,4,"2.85**2 * RBF(length_scale=[1.64, 7.07, 17.4, 4.96, 3.86, 3.97]) + WhiteKernel(noise_level=0.00105)"
803,Cb,5,"1.22**2 * RBF(length_scale=[1.24, 2.22, 20, 2.4, 20, 2.47]) + WhiteKernel(noise_level=3.02e-05)"
803,T,5,"3.03**2 * RBF(length_scale=[1.64, 6.27, 13.7, 5.26, 4.88, 4.69]) + WhiteKernel(noise_level=0.00108)"
803,Cb,6,"1.22**2 * RBF(length_scale=[1.25, 2.2, 20, 2.34, 20, 2.43]) + WhiteKernel(noise_level=3e-05)"
803,T,6,"3.34**2 * RBF(length_scale=[1.64, 5.73, 10.5, 5.7, 8.65, 5.47]) + WhiteKernel(noise_level=0.00112)"
803,Cb,7,"1.22**2 * RBF(length_scale=[1.25, 2.21, 20, 2.36, 20, 2.45]) + WhiteKernel(noise_level=3e-05)"
803,T,7,"3.63**2 * RBF(length_scale=[1.65, 5.72, 9.55, 5.97, 19.4, 5.87]) + WhiteKernel(noise_level=0.00116)"
803,Cb,8,"1.24**2 * RBF(length_scale=[1.25, 2.29, 20, 2.28, 20, 2.55]) + WhiteKernel(noise_level=3.25e-05)"
803,T,8,"2.76**2 * RBF(length_scale=[0.793, 4.76, 8.32, 12.9, 20, 5.5]) + WhiteKernel(noise_level=0.000215)"
803,Cb,9,"1.23**2 * RBF(length_scale=[1.26, 2.44, 17.3, 1.74, 15.8, 2.6]) + WhiteKernel(noise_level=3.23e-05)"
803,T,9,"3.14**2 * RBF(length_scale=[1.67, 5.7, 12.7, 4.4, 5.73, 5.16]) + WhiteKernel(noise_level=0.0011)"
803,Cb,10,"1.25**2 * RBF(length_scale=[1.25, 2.38, 18.1, 1.92, 19.2, 2.6]) + WhiteKernel(noise_level=3.36e-05)"
803,T,10,"2.77**2 * RBF(length_scale=[0.79, 4.79, 8.36, 13.3, 20, 5.53]) + WhiteKernel(noise_level=0.000209)"
803,Cb,11,"1.2**2 * RBF(length_scale=[1.24, 2.31, 18.5, 1.86, 20, 2.53]) + WhiteKernel(noise_level=3.47e-05)"
803,T,11,"3.76**2 * RBF(length_scale=[1.65, 5.79, 10, 5.82, 20, 6.16]) + WhiteKernel(noise_level=0.00117)"
803,Cb,12,"1.18**2 * RBF(length_scale=[1.24, 2.38, 18.7, 1.62, 19.6, 2.53]) + WhiteKernel(noise_level=3.46e-05)"
803,T,12,"3.77**2 * RBF(length_scale=[1.65, 5.78, 10, 5.84, 20, 6.15]) + WhiteKernel(noise_level=0.00117)"
815,Cb,3,"1.23**2 * RBF(length_scale=[0.837, 1.11, 20, 1.73, 20, 2.63]) + WhiteKernel(noise_level=0.000176)"
815,T,3,"1.53**2 * RBF(length_scale=[0.71, 2, 6.89, 2.93, 20, 4.4]) + WhiteKernel(noise_level=0.000391)"
815,Cb,4,"1.21**2 * RBF(length_scale=[0.838, 1.08, 19.4, 1.69, 20, 2.65]) + WhiteKernel(noise_level=0.000182)"
815,T,4,"1.5**2 * RBF(length_scale=[0.706, 1.96, 6.59, 2.96, 20, 4.28]) + WhiteKernel(noise_level=0.000402)"
815,Cb,5,"1.22**2 * RBF(length_scale=[0.845, 1.12, 20, 1.67, 20, 2.62]) + WhiteKernel(noise_level=0.000188)"
815,T,5,"1.58**2 * RBF(length_scale=[0.716, 2.13, 7.36, 2.89, 20, 4.49]) + WhiteKernel(noise_level=0.000422)"
815,Cb,6,"1.23**2 * RBF(length_scale=[0.849, 1.12, 20, 1.71, 20, 2.75]) + WhiteKernel(noise_level=0.000185)"
815,T,6,"1.51**2 * RBF(length_scale=[0.724, 1.89, 6.6, 3.02, 20, 4.35]) + WhiteKernel(noise_level=0.000468)"
815,Cb,7,"1.26**2 * RBF(length_scale=[0.855, 1.15, 20, 1.78, 20, 2.98]) + WhiteKernel(noise_level=0.000183)"
815,T,7,"1.47**2 * RBF(length_scale=[0.71, 1.43, 5.84, 20, 20, 3.66]) + WhiteKernel(noise_level=0.000446)"
815,Cb,8,"1.21**2 * RBF(length_scale=[0.856, 1.12, 19.7, 1.72, 20, 2.81]) + WhiteKernel(noise_level=0.000184)"
815,T,8,"1.46**2 * RBF(length_scale=[0.72, 1.61, 6.03, 3.97, 20, 3.95]) + WhiteKernel(noise_level=0.000437)"
815,Cb,9,"1.21**2 * RBF(length_scale=[0.858, 1.12, 20, 1.72, 20, 2.89]) + WhiteKernel(noise_level=0.000184)"
815,T,9,"1.5**2 * RBF(length_scale=[0.719, 1.44, 5.9, 20, 20, 3.66]) + WhiteKernel(noise_level=0.000444)"
815,Cb,10,"1.2**2 * RBF(length_scale=[0.857, 1.1, 20, 1.72, 20, 2.88]) + WhiteKernel(noise_level=0.000183)"
815,T,10,"1.49**2 * RBF(length_scale=[0.719, 1.41, 5.96, 20, 20, 3.59]) + WhiteKernel(noise_level=0.000448)"
815,Cb,11,"1.21**2 * RBF(length_scale=[0.856, 1.1, 20, 1.72, 20, 2.9]) + WhiteKernel(noise_level=0.000182)"
815,T,11,"1.48**2 * RBF(length_scale=[0.717, 1.39, 5.88, 20, 20, 3.51]) + WhiteKernel(noise_level=0.000441)"
815,Cb,12,"1.2**2 * RBF(length_scale=[0.853, 1.09, 20, 1.71, 20, 2.9]) + WhiteKernel(noise_level=0.000181)"
815,T,12,"1.51**2 * RBF(length_scale=[0.719, 1.41, 6, 20, 20, 3.59]) + WhiteKernel(noise_level=0.000463)"
830,Cb,3,"1.42**2 * RBF(length_scale=[0.825, 1.51, 20, 1.58, 20, 4.79]) + WhiteKernel(noise_level=0.000139)"
830,T,3,"2.04**2 * RBF(length_scale=[0.745, 13.8, 15.9, 1.21, 16.8, 5.95]) + WhiteKernel(noise_level=0.000468)"
830,Cb,4,"1.45**2 * RBF(length_scale=[0.825, 1.55, 20, 1.6, 20, 4.84]) + WhiteKernel(noise_level=0.000143)"
830,T,4,"1.81**2 * RBF(length_scale=[0.735, 20, 20, 1.19, 8.55, 4.94]) + WhiteKernel(noise_level=0.00045)"
830,Cb,5,"1.44**2 * RBF(length_scale=[0.83, 1.52, 20, 1.57, 20, 4.7]) + WhiteKernel(noise_level=0.000156)"
830,T,5,"1.96**2 * RBF(length_scale=[0.727, 7.97, 11.5, 1.65, 20, 3.36]) + WhiteKernel(noise_level=0.000496)"
830,Cb,6,"1.46**2 * RBF(length_scale=[0.838, 1.56, 20, 1.56, 20, 4.82]) + WhiteKernel(noise_level=0.000163)"
830,T,6,"1.96**2 * RBF(length_scale=[0.742, 9.45, 12.4, 1.57, 20, 3.75]) + WhiteKernel(noise_level=0.000538)"
830,Cb,7,"1.45**2 * RBF(length_scale=[0.842, 1.58, 20, 1.55, 20, 4.84]) + WhiteKernel(noise_level=0.000159)"
830,T,7,"1.97**2 * RBF(length_scale=[0.755, 8.95, 12.7, 1.56, 20, 3.99]) + WhiteKernel(noise_level=0.00055)"
830,Cb,8,"1.51**2 * RBF(length_scale=[0.842, 1.48, 20, 1.79, 20, 4.93]) + WhiteKernel(noise_level=0.000196)"
830,T,8,"1.99**2 * RBF(length_scale=[0.768, 7.98, 11.6, 1.57, 20, 3.97]) + WhiteKernel(noise_level=0.000588)"
830,Cb,9,"1.52**2 * RBF(length_scale=[0.844, 1.47, 20, 1.82, 20, 4.97]) + WhiteKernel(noise_level=0.000186)"
830,T,9,"2**2 * RBF(length_scale=[0.773, 8.36, 12, 1.54, 20, 4.18]) + WhiteKernel(noise_level=0.000594)"
830,Cb,10,"1.48**2 * RBF(length_scale=[0.836, 1.48, 20, 1.82, 20, 4.91]) + WhiteKernel(noise_level=0.000197)"
830,T,10,"1.96**2 * RBF(length_scale=[0.77, 8.86, 11.6, 1.41, 20, 4.68]) + WhiteKernel(noise_level=0.000601)"
830,Cb,11,"1.47**2 * RBF(length_scale=[0.828, 1.45, 20, 1.84, 20, 4.88]) + WhiteKernel(noise_level=0.000191)"
830,T,11,"2.03**2 * RBF(length_scale=[0.78, 9.01, 12.4, 1.45, 20, 4.65]) + WhiteKernel(noise_level=0.00063)"
830,Cb,12,"1.49**2 * RBF(length_scale=[0.827, 1.49, 20, 1.85, 20, 4.92]) + WhiteKernel(noise_level=0.000205)"
830,T,12,"2.05**2 * RBF(length_scale=[0.781, 8.27, 12.2, 1.49, 20, 4.46]) + WhiteKernel(noise_level=0.000677)"
857,Cb,3,"1.36**2 * RBF(length_scale=[0.824, 1.39, 20, 2.98, 20, 3.94]) + WhiteKernel(noise_level=0.000135)"
857,T,3,"1.63**2 * RBF(length_scale=[0.72, 2.49, 5.75, 3.47, 20, 2.99]) + WhiteKernel(noise_level=0.000409)"
857,Cb,4,"1.36**2 * RBF(length_scale=[0.825, 1.4, 20, 3.01, 20, 3.96]) + WhiteKernel(noise_level=0.000134)"
857,T,4,"1.66**2 * RBF(length_scale=[0.724, 2.5, 5.95, 3.48, 20, 3.08]) + WhiteKernel(noise_level=0.000403)"
857,Cb,5,"1.32**2 * RBF(length_scale=[0.831, 1.37, 20, 2.76, 20, 3.84]) + WhiteKernel(noise_level=0.000137)"
857,T,5,"1.68**2 * RBF(length_scale=[0.732, 2.44, 5.76, 3.27, 20, 2.91]) + WhiteKernel(noise_level=0.000437)"
857,Cb,6,"1.33**2 * RBF(length_scale=[0.834, 1.38, 20, 2.84, 20, 3.89]) + WhiteKernel(noise_level=0.000136)"
857,T,6,"1.69**2 * RBF(length_scale=[0.737, 2.51, 6.18, 3.35, 20, 3.08]) + WhiteKernel(noise_level=0.000443)"
857,Cb,7,"1.34**2 * RBF(length_scale=[0.837, 1.39, 20, 2.89, 20, 3.97]) + WhiteKernel(noise_level=0.000134)"
857,T,7,"1.71**2 * RBF(length_scale=[0.744, 2.52, 6.29, 3.45, 20, 3.17]) + WhiteKernel(noise_level=0.000433)"
857,Cb,8,"1.33**2 * RBF(length_scale=[0.839, 1.38, 20, 2.92, 20, 3.91]) + WhiteKernel(noise_level=0.000134)"
857,T,8,"1.74**2 * RBF(length_scale=[0.749, 2.51, 5.92, 3.69, 20, 3.37]) + WhiteKernel(noise_level=0.000443)"
857,Cb,9,"1.33**2 * RBF(length_scale=[0.841, 1.38, 20, 2.98, 20, 3.93]) + WhiteKernel(noise_level=0.000132)"
857,T,9,"1.74**2 * RBF(length_scale=[0.749, 2.51, 5.83, 3.72, 20, 3.42]) + WhiteKernel(noise_level=0.000427)"
857,Cb,10,"1.34**2 * RBF(length_scale=[0.842, 1.39, 20, 3.02, 20, 3.98]) + WhiteKernel(noise_level=0.000131)"
857,T,10,"1.75**2 * RBF(length_scale=[0.75, 2.53, 5.86, 3.74, 20, 3.46]) + WhiteKernel(noise_level=0.000422)"
857,Cb,11,"1.33**2 * RBF(length_scale=[0.84, 1.39, 20, 3.01, 20, 3.91]) + WhiteKernel(noise_level=0.000133)"
857,T,11,"1.79**2 * RBF(length_scale=[0.754, 2.53, 6.15, 3.82, 20, 3.56]) + WhiteKernel(noise_level=0.000424)"
857,Cb,12,"1.35**2 * RBF(length_scale=[0.837, 1.4, 20, 3.06, 20, 3.96]) + WhiteKernel(noise_level=0.000132)"
857,T,12,"1.8**2 * RBF(length_scale=[0.752, 2.52, 5.94, 4, 20, 3.65]) + WhiteKernel(noise_level=0.00043)"
881,Cb,3,"0.921**2 * RBF(length_scale=[0.8, 0.972, 20, 1.24, 20, 2.42]) + WhiteKernel(noise_level=0.000123)"
881,T,3,"0.999**2 * RBF(length_scale=[0.655, 20, 3.49, 0.671, 2.56, 2.78]) + WhiteKernel(noise_level=0.000588)"
881,Cb,4,"0.909**2 * RBF(length_scale=[0.801, 0.977, 20, 1.23, 20, 2.38]) + WhiteKernel(noise_level=0.000121)"
881,T,4,"1**2 * RBF(length_scale=[0.655, 20, 3.46, 0.678, 2.57, 2.79]) + WhiteKernel(noise_level=0.000586)"
881,Cb,5,"0.851**2 * RBF(length_scale=[0.806, 0.961, 20, 0.999, 20, 2.07]) + WhiteKernel(noise_level=0.00012)"
881,T,5,"1.01**2 * RBF(length_scale=[0.657, 20, 3.43, 0.672, 2.62, 2.83]) + WhiteKernel(noise_level=0.000588)"
881,Cb,6,"0.861**2 * RBF(length_scale=[0.808, 0.938, 20, 1.06, 20, 2.18]) + WhiteKernel(noise_level=0.000118)"
881,T,6,"1.01**2 * RBF(length_scale=[0.66, 20, 3.44, 0.681, 2.64, 2.85]) + WhiteKernel(noise_level=0.000583)"
881,Cb,7,"0.847**2 * RBF(length_scale=[0.812, 0.955, 20, 1.02, 20, 2.07]) + WhiteKernel(noise_level=0.000117)"
881,T,7,"1.01**2 * RBF(length_scale=[0.663, 20, 3.44, 0.692, 2.64, 2.85]) + WhiteKernel(noise_level=0.000583)"
881,Cb,8,"0.88**2 * RBF(length_scale=[0.813, 0.968, 20, 1.16, 17.4, 2.25]) + WhiteKernel(noise_level=0.000117)"
881,T,8,"1.02**2 * RBF(length_scale=[0.666, 20, 3.45, 0.706, 2.67, 2.87]) + WhiteKernel(noise_level=0.000583)"
881,Cb,9,"0.897**2 * RBF(length_scale=[0.813, 0.994, 20, 1.25, 11.8, 2.33]) + WhiteKernel(noise_level=0.000116)"
881,T,9,"1.03**2 * RBF(length_scale=[0.668, 20, 3.44, 0.714, 2.7, 2.89]) + WhiteKernel(noise_level=0.000582)"
881,Cb,10,"0.904**2 * RBF(length_scale=[0.814, 1.01, 20, 1.27, 11, 2.36]) + WhiteKernel(noise_level=0.000115)"
881,T,10,"1.03**2 * RBF(length_scale=[0.669, 20, 3.44, 0.718, 2.72, 2.91]) + WhiteKernel(noise_level=0.000579)"
881,Cb,11,"0.924**2 * RBF(length_scale=[0.812, 1.02, 20, 1.35, 8.79, 2.48]) + WhiteKernel(noise_level=0.000115)"
881,T,11,"1.03**2 * RBF(length_scale=[0.669, 20, 3.45, 0.726, 2.74, 2.92]) + WhiteKernel(noise_level=0.000576)"
881,Cb,12,"0.923**2 * RBF(length_scale=[0.811, 1.02, 20, 1.34, 9.09, 2.45]) + WhiteKernel(noise_level=0.000115)"
881,T,12,"1.04**2 * RBF(length_scale=[0.668, 20, 3.45, 0.737, 2.75, 2.94]) + WhiteKernel(noise_level=0.000574)"
883,Cb,3,"1.36**2 * RBF(length_scale=[0.817, 1.69, 20, 1.93, 20, 3.17]) + WhiteKernel(noise_level=0.00011)"
883,T,3,"1.3**2 * RBF(length_scale=[0.667, 14.8, 3.37, 0.832, 20, 3.44]) + WhiteKernel(noise_level=0.000483)"
883,Cb,4,"1.34**2 * RBF(length_scale=[0.82, 1.65, 20, 1.91, 20, 3.12]) + WhiteKernel(noise_level=0.00011)"
883,T,4,"1.34**2 * RBF(length_scale=[0.677, 4.58, 3.47, 0.872, 20, 3.58]) + WhiteKernel(noise_level=0.000491)"
883,Cb,5,"1.38**2 * RBF(length_scale=[0.818, 1.64, 20, 1.97, 20, 3.22]) + WhiteKernel(noise_level=0.000111)"
883,T,5,"1.66**2 * RBF(length_scale=[0.667, 2.13, 3.1, 1.28, 20, 6.15]) + WhiteKernel(noise_level=0.000516)"
883,Cb,6,"1.38**2 * RBF(length_scale=[0.824, 1.63, 20, 1.95, 20, 3.2]) + WhiteKernel(noise_level=0.000113)"
883,T,6,"1.54**2 * RBF(length_scale=[0.668, 2.18, 3.16, 1.29, 20, 5.93]) + WhiteKernel(noise_level=0.000516)"
883,Cb,7,"1.36**2 * RBF(length_scale=[0.827, 1.58, 20, 1.91, 20, 3.13]) + WhiteKernel(noise_level=0.000112)"
883,T,7,"1.47**2 * RBF(length_scale=[0.683, 2.15, 3.22, 1.26, 11.1, 5.81]) + WhiteKernel(noise_level=0.000493)"
883,Cb,8,"1.43**2 * RBF(length_scale=[0.839, 1.61, 20, 2.01, 20, 3.23]) + WhiteKernel(noise_level=0.000123)"
883,T,8,"1.51**2 * RBF(length_scale=[0.688, 2.11, 3.29, 1.39, 7.53, 6.48]) + WhiteKernel(noise_level=0.00049)"
883,Cb,9,"1.43**2 * RBF(length_scale=[0.841, 1.58, 20, 2, 20, 3.21]) + WhiteKernel(noise_level=0.000121)"
883,T,9,"1.48**2 * RBF(length_scale=[0.682, 2.06, 3.32, 1.45, 7.62, 6.74]) + WhiteKernel(noise_level=0.000416)"
883,Cb,10,"1.42**2 * RBF(length_scale=[0.843, 1.56, 20, 1.99, 20, 3.17]) + WhiteKernel(noise_level=0.00012)"
883,T,10,"1.43**2 * RBF(length_scale=[0.688, 2.02, 3.35, 1.44, 7.67, 6.73]) + WhiteKernel(noise_level=0.000384)"
883,Cb,11,"1.41**2 * RBF(length_scale=[0.851, 1.51, 20, 1.94, 20, 3.16]) + WhiteKernel(noise_level=0.000124)"
883,T,11,"1.4**2 * RBF(length_scale=[0.701, 1.96, 3.34, 1.4, 7.3, 6.73]) + WhiteKernel(noise_level=0.000384)"
883,Cb,12,"1.37**2 * RBF(length_scale=[0.849, 1.45, 20, 1.89, 20, 3.07]) + WhiteKernel(noise_level=0.000121)"
883,T,12,"1.37**2 * RBF(length_scale=[0.695, 1.9, 3.34, 1.43, 6.46, 6.91]) + WhiteKernel(noise_level=0.000347)"
907,Cb,3,"1.45**2 * RBF(length_scale=[0.965, 1.64, 20, 20, 20, 4.04]) + WhiteKernel(noise_level=0.000109)"
907,T,3,"2.45**2 * RBF(length_scale=[0.878, 2.88, 7.32, 20, 20, 6.57]) + WhiteKernel(noise_level=0.000327)"
907,Cb,4,"1.44**2 * RBF(length_scale=[0.968, 1.6, 20, 20, 20, 4.06]) + WhiteKernel(noise_level=0.000111)"
907,T,4,"2.44**2 * RBF(length_scale=[0.885, 2.87, 7.44, 20, 20, 6.61]) + WhiteKernel(noise_level=0.00033)"
907,Cb,5,"1.45**2 * RBF(length_scale=[0.972, 1.63, 20, 20, 20, 4.13]) + WhiteKernel(noise_level=0.000112)"
907,T,5,"2.47**2 * RBF(length_scale=[0.888, 2.88, 7.42, 20, 20, 6.96]) + WhiteKernel(noise_level=0.000321)"
907,Cb,6,"1.45**2 * RBF(length_scale=[0.978, 1.63, 20, 20, 20, 4.17]) + WhiteKernel(noise_level=0.00011)"
907,T,6,"2.47**2 * RBF(length_scale=[0.892, 2.9, 7.6, 20, 20, 6.92]) + WhiteKernel(noise_level=0.00031)"
907,Cb,7,"1.49**2 * RBF(length_scale=[0.984, 1.66, 20, 20, 20, 4.25]) + WhiteKernel(noise_level=0.000111)"
907,T,7,"2.5**2 * RBF(length_scale=[0.89, 2.91, 7.73, 20, 20, 6.99]) + WhiteKernel(noise_level=0.000298)"
907,Cb,8,"1.59**2 * RBF(length_scale=[0.989, 1.7, 20, 20, 20, 4.32]) + WhiteKernel(noise_level=0.00011)"
907,T,8,"2.6**2 * RBF(length_scale=[0.886, 2.95, 7.85, 20, 20, 7.2]) + WhiteKernel(noise_level=0.000297)"
907,Cb,9,"1.75**2 * RBF(length_scale=[0.993, 1.67, 20, 20, 20, 4.35]) + WhiteKernel(noise_level=0.000106)"
907,T,9,"2.65**2 * RBF(length_scale=[0.892, 2.93, 7.62, 20, 20, 7.2]) + WhiteKernel(noise_level=0.000292)"
907,Cb,10,"1.64**2 * RBF(length_scale=[0.99, 1.66, 20, 20, 20, 4.23]) + WhiteKernel(noise_level=0.000126)"
907,T,10,"2.46**2 * RBF(length_scale=[0.87, 2.78, 7.63, 20, 20, 6.88]) + WhiteKernel(noise_level=0.000336)"
907,Cb,11,"1.42**2 * RBF(length_scale=[0.925, 1.43, 20, 20, 20, 3.84]) + WhiteKernel(noise_level=0.000113)"
907,T,11,"2.3**2 * RBF(length_scale=[0.851, 2.58, 6.86, 20, 20, 6.38]) + WhiteKernel(noise_level=0.000314)"
907,Cb,12,"1.47**2 * RBF(length_scale=[0.946, 1.5, 20, 20, 20, 3.92]) + WhiteKernel(noise_level=0.000128)"
907,T,12,"2.41**2 * RBF(length_scale=[0.849, 2.69, 7.45, 20, 20, 6.67]) + WhiteKernel(noise_level=0.000333)"
974,Cb,3,"1.3**2 * RBF(length_scale=[1.04, 1.67, 10.5, 2.99, 20, 2.94]) + WhiteKernel(noise_level=5.92e-05)"
974,T,3,"2.13**2 * RBF(length_scale=[0.758, 3.25, 6.02, 6.21, 20, 4.09]) + WhiteKernel(noise_level=0.000257)"
974,Cb,4,"1.26**2 * RBF(length_scale=[1.04, 1.59, 10.9, 2.93, 20, 2.77]) + WhiteKernel(noise_level=5.95e-05)"
974,T,4,"2.11**2 * RBF(length_scale=[0.757, 3.26, 6.07, 5.98, 20, 4.1]) + WhiteKernel(noise_level=0.00025)"
974,Cb,5,"1.4**2 * RBF(length_scale=[1.07, 14.1, 1.76, 3.43, 20, 2.78]) + WhiteKernel(noise_level=0.000105)"
974,T,5,"2.46**2 * RBF(length_scale=[1.29, 4.29, 8.06, 2.82, 5.16, 5.75]) + WhiteKernel(noise_level=0.00117)"
974,Cb,6,"1.42**2 * RBF(length_scale=[1.08, 19.3, 1.78, 3.38, 20, 2.84]) + WhiteKernel(noise_level=0.000105)"
974,T,6,"2.44**2 * RBF(length_scale=[1.3, 4.25, 8.12, 2.76, 5.08, 5.78]) + WhiteKernel(noise_level=0.00112)"
974,Cb,7,"1.66**2 * RBF(length_scale=[1.01, 2.02, 8.92, 3.18, 20, 3.97]) + WhiteKernel(noise_level=9.84e-05)"
974,T,7,"1.9**2 * RBF(length_scale=[0.73, 2.88, 5.42, 6.42, 20, 4.16]) + WhiteKernel(noise_level=0.000273)"
