test_batch,output,configuration,features,learned_kernel
857,Cb,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,Cb_0","1.44**2 * RBF(length_scale=[0.838, 1.46, 20, 3.24, 4.26]) + WhiteKernel(noise_level=0.000134)"
857,T,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,T_0","1.77**2 * RBF(length_scale=[0.75, 2.57, 5.44, 3.61, 3.41]) + WhiteKernel(noise_level=0.000442)"
857,Cb,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","1.22**2 * RBF(length_scale=[0.874, 0.933, 20, 0.888, 10.6]) + WhiteKernel(noise_level=0.000132)"
857,T,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","1.13**2 * RBF(length_scale=[0.47, 1.62, 7.59, 1.14, 3.82]) + WhiteKernel(noise_level=1e-08)"
881,Cb,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","0.88**2 * RBF(length_scale=[0.813, 0.968, 20, 1.16, 17.4, 2.25]) + WhiteKernel(noise_level=0.000117)"
881,T,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.02**2 * RBF(length_scale=[0.666, 20, 3.45, 0.706, 2.67, 2.87]) + WhiteKernel(noise_level=0.000583)"
881,Cb,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","0.958**2 * RBF(length_scale=[3.3, 20, 2.83, 1.11, 4.08]) + WhiteKernel(noise_level=0.01)"
881,T,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","0.616**2 * RBF(length_scale=[10.1, 1.77, 0.358, 20, 2.61]) + WhiteKernel(noise_level=0.01)"
881,Cb,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","0.803**2 * RBF(length_scale=[0.834, 2.29, 0.647, 20, 1.12]) + WhiteKernel(noise_level=0.00012)"
881,T,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.03**2 * RBF(length_scale=[0.666, 3.5, 0.707, 2.68, 2.88]) + WhiteKernel(noise_level=0.000584)"
881,Cb,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,Cb_0","0.931**2 * RBF(length_scale=[0.808, 1.04, 1.35, 9.9, 2.48]) + WhiteKernel(noise_level=0.000116)"
881,T,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,T_0","0.985**2 * RBF(length_scale=[0.672, 2.78, 0.614, 1.34, 2.43]) + WhiteKernel(noise_level=0.000546)"
881,Cb,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,Cb_0","0.784**2 * RBF(length_scale=[0.801, 0.611, 1.31, 1.02, 2.89]) + WhiteKernel(noise_level=0.000111)"
881,T,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,T_0","0.899**2 * RBF(length_scale=[0.653, 0.851, 0.46, 0.84, 19.9]) + WhiteKernel(noise_level=0.000537)"
881,Cb,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,Cb_0","0.873**2 * RBF(length_scale=[0.814, 0.961, 20, 1.12, 2.21]) + WhiteKernel(noise_level=0.000117)"
881,T,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,T_0","1.01**2 * RBF(length_scale=[0.665, 1.44, 2.21, 0.786, 3.79]) + WhiteKernel(noise_level=0.000609)"
881,Cb,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","0.857**2 * RBF(length_scale=[0.844, 0.581, 20, 0.44, 20]) + WhiteKernel(noise_level=0.000119)"
881,T,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","0.956**2 * RBF(length_scale=[0.675, 0.77, 1.79, 0.479, 2.65]) + WhiteKernel(noise_level=0.000586)"
883,Cb,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.43**2 * RBF(length_scale=[0.839, 1.61, 20, 2.01, 20, 3.23]) + WhiteKernel(noise_level=0.000123)"
883,T,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.51**2 * RBF(length_scale=[0.688, 2.11, 3.29, 1.39, 7.53, 6.48]) + WhiteKernel(noise_level=0.00049)"
883,Cb,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.77**2 * RBF(length_scale=[1.91, 20, 3.4, 7.27, 4.73]) + WhiteKernel(noise_level=0.01)"
883,T,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.99**2 * RBF(length_scale=[2.04, 5.14, 3.83, 10.3, 20]) + WhiteKernel(noise_level=0.01)"
883,Cb,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","0.915**2 * RBF(length_scale=[0.86, 20, 0.626, 20, 1.2]) + WhiteKernel(noise_level=0.000123)"
883,T,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.19**2 * RBF(length_scale=[0.703, 3.24, 0.72, 2.4, 3.62]) + WhiteKernel(noise_level=0.000519)"
883,Cb,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,Cb_0","1.85**2 * RBF(length_scale=[0.842, 1.99, 2.36, 20, 4.49]) + WhiteKernel(noise_level=0.000127)"
883,T,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,T_0","1.17**2 * RBF(length_scale=[0.703, 1.99, 0.741, 1.53, 3.63]) + WhiteKernel(noise_level=0.000502)"
883,Cb,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,Cb_0","0.831**2 * RBF(length_scale=[0.836, 0.567, 1.16, 0.974, 3.01]) + WhiteKernel(noise_level=0.000117)"
883,T,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,T_0","1.02**2 * RBF(length_scale=[0.691, 1.06, 0.516, 0.953, 18.9]) + WhiteKernel(noise_level=0.000528)"
883,Cb,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,Cb_0","1.53**2 * RBF(length_scale=[0.841, 1.71, 20, 2.14, 3.43]) + WhiteKernel(noise_level=0.000124)"
883,T,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,T_0","1.53**2 * RBF(length_scale=[0.688, 2.13, 3.24, 1.38, 6.31]) + WhiteKernel(noise_level=0.00049)"
883,Cb,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","0.93**2 * RBF(length_scale=[0.859, 0.634, 20, 0.81, 1.62]) + WhiteKernel(noise_level=0.000121)"
883,T,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","1.15**2 * RBF(length_scale=[0.457, 1.48, 3.01, 1.13, 2.48]) + WhiteKernel(noise_level=1.62e-05)"
907,Cb,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.59**2 * RBF(length_scale=[0.989, 1.7, 20, 20, 20, 4.32]) + WhiteKernel(noise_level=0.00011)"
907,T,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","2.6**2 * RBF(length_scale=[0.886, 2.95, 7.85, 20, 20, 7.2]) + WhiteKernel(noise_level=0.000297)"
907,Cb,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.2**2 * RBF(length_scale=[1.37, 20, 20, 20, 3.9]) + WhiteKernel(noise_level=0.01)"
907,T,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.57**2 * RBF(length_scale=[1.28, 4.93, 20, 20, 11.3]) + WhiteKernel(noise_level=0.01)"
907,Cb,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.3**2 * RBF(length_scale=[1.02, 20, 0.912, 3.74, 2.89]) + WhiteKernel(noise_level=0.000111)"
907,T,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","2.59**2 * RBF(length_scale=[1.01, 20, 1.85, 4.37, 5.36]) + WhiteKernel(noise_level=0.00029)"
907,Cb,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,Cb_0","1.74**2 * RBF(length_scale=[1, 1.69, 20, 20, 4.03]) + WhiteKernel(noise_level=0.000111)"
907,T,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,T_0","2.93**2 * RBF(length_scale=[1, 5.2, 2.35, 5.97, 7.35]) + WhiteKernel(noise_level=0.000295)"
907,Cb,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,Cb_0","1.74**2 * RBF(length_scale=[0.99, 1.79, 20, 20, 4.89]) + WhiteKernel(noise_level=0.000109)"
907,T,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,T_0","2.66**2 * RBF(length_scale=[0.886, 2.95, 7.94, 20, 7.35]) + WhiteKernel(noise_level=0.000302)"
907,Cb,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,Cb_0","1.66**2 * RBF(length_scale=[1, 1.6, 20, 20, 4.14]) + WhiteKernel(noise_level=0.00011)"
907,T,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,T_0","2.93**2 * RBF(length_scale=[0.893, 3.06, 8.6, 20, 7.97]) + WhiteKernel(noise_level=0.000305)"
907,Cb,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","1.47**2 * RBF(length_scale=[1.03, 1.4, 1.36, 6.14, 20]) + WhiteKernel(noise_level=0.000125)"
907,T,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","4.06**2 * RBF(length_scale=[1.05, 4.51, 11.1, 2.51, 7.64]) + WhiteKernel(noise_level=0.000306)"
974,Cb,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.49**2 * RBF(length_scale=[0.944, 1.84, 8.9, 3.02, 20, 3.62]) + WhiteKernel(noise_level=8.54e-05)"
974,T,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.77**2 * RBF(length_scale=[0.725, 2.72, 4.5, 5.62, 20, 3.86]) + WhiteKernel(noise_level=0.000271)"
974,Cb,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.99**2 * RBF(length_scale=[2.24, 3.98, 7.25, 12.2, 5.29]) + WhiteKernel(noise_level=0.01)"
974,T,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","0.971**2 * RBF(length_scale=[1.35, 3.3, 20, 20, 4.79]) + WhiteKernel(noise_level=0.01)"
974,Cb,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.81**2 * RBF(length_scale=[1.02, 3.62, 1.58, 7.75, 4.62]) + WhiteKernel(noise_level=9.92e-05)"
974,T,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","2.43**2 * RBF(length_scale=[0.835, 5.13, 2.09, 6.5, 3.87]) + WhiteKernel(noise_level=0.000345)"
974,Cb,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,Cb_0","1.32**2 * RBF(length_scale=[0.945, 1.5, 2.61, 20, 2.54]) + WhiteKernel(noise_level=8.37e-05)"
974,T,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,T_0","1.98**2 * RBF(length_scale=[0.794, 2.97, 2.72, 3.68, 4.1]) + WhiteKernel(noise_level=0.000286)"
974,Cb,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,Cb_0","1.42**2 * RBF(length_scale=[0.954, 1.67, 3.03, 20, 3.55]) + WhiteKernel(noise_level=8.8e-05)"
974,T,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,T_0","1.54**2 * RBF(length_scale=[0.73, 1.87, 3.83, 20, 2.89]) + WhiteKernel(noise_level=0.000275)"
974,Cb,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,Cb_0","1.65**2 * RBF(length_scale=[0.946, 1.96, 11.1, 3.17, 3.97]) + WhiteKernel(noise_level=8.49e-05)"
974,T,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,T_0","1.82**2 * RBF(length_scale=[0.725, 2.73, 4.49, 6.38, 3.85]) + WhiteKernel(noise_level=0.00027)"
974,Cb,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","1.81**2 * RBF(length_scale=[1.05, 1.55, 20, 1.11, 10.5]) + WhiteKernel(noise_level=8.65e-05)"
974,T,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","2.16**2 * RBF(length_scale=[0.79, 3.88, 4.33, 2.66, 4.28]) + WhiteKernel(noise_level=0.000299)"
992,Cb,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","0.926**2 * RBF(length_scale=[0.811, 0.658, 20, 0.856, 20, 2.97]) + WhiteKernel(noise_level=0.000183)"
992,T,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.34**2 * RBF(length_scale=[0.744, 1.58, 4.82, 1.52, 20, 3.85]) + WhiteKernel(noise_level=0.000602)"
992,Cb,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.22**2 * RBF(length_scale=[2.15, 20, 1.27, 10.1, 6.05]) + WhiteKernel(noise_level=0.01)"
992,T,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","0.647**2 * RBF(length_scale=[0.83, 1.98, 2.32, 9.49, 15.6]) + WhiteKernel(noise_level=0.01)"
992,Cb,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.06**2 * RBF(length_scale=[0.83, 20, 0.371, 20, 2.25]) + WhiteKernel(noise_level=0.000188)"
992,T,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.3**2 * RBF(length_scale=[0.76, 2.86, 1.11, 2.03, 3.83]) + WhiteKernel(noise_level=0.000522)"
992,Cb,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,Cb_0","0.961**2 * RBF(length_scale=[0.813, 0.68, 0.898, 20, 3.07]) + WhiteKernel(noise_level=0.000183)"
992,T,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,T_0","1.26**2 * RBF(length_scale=[0.757, 1.24, 0.827, 3.64, 3.76]) + WhiteKernel(noise_level=0.00057)"
992,Cb,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,Cb_0","0.921**2 * RBF(length_scale=[0.794, 0.324, 20, 20, 1.26]) + WhiteKernel(noise_level=0.000169)"
992,T,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,T_0","1.09**2 * RBF(length_scale=[0.712, 1.4, 2.75, 2.68, 2.61]) + WhiteKernel(noise_level=0.000539)"
992,Cb,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,Cb_0","0.952**2 * RBF(length_scale=[0.814, 0.66, 20, 0.874, 3.06]) + WhiteKernel(noise_level=0.000183)"
992,T,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,T_0","1.37**2 * RBF(length_scale=[0.747, 1.58, 5.04, 1.55, 3.89]) + WhiteKernel(noise_level=0.000607)"
992,Cb,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","0.878**2 * RBF(length_scale=[0.505, 0.582, 20, 0.413, 20]) + WhiteKernel(noise_level=2.87e-07)"
992,T,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","1.04**2 * RBF(length_scale=[0.724, 1.04, 5.37, 0.376, 4.51]) + WhiteKernel(noise_level=0.000543)"
