test_batch,output,strategy,learned_kernel
653,T,initial_only,"1.65**2 * RBF(length_scale=[0.513, 2.65, 11.5, 4.23, 20, 20]) + WhiteKernel(noise_level=1.49e-07)"
653,Cb,disturbance_only,"1.4**2 * RBF(length_scale=[0.606, 1.99, 20, 18.5, 20, 6.57]) + WhiteKernel(noise_level=1.26e-07)"
653,T,disturbance_only,"1.75**2 * RBF(length_scale=[0.546, 2.78, 15.8, 11.6, 20, 7.34]) + WhiteKernel(noise_level=2.58e-08)"
748,Cb,full,"1.38**2 * RBF(length_scale=[0.601, 7.74, 20, 4.29, 20, 14.3]) + WhiteKernel(noise_level=1e-08)"
748,T,full,"4.37**2 * RBF(length_scale=[0.547, 10.9, 20, 16.1, 20, 20]) + WhiteKernel(noise_level=2.51e-06)"
748,Cb,without_delta_frac_A,"2.35**2 * RBF(length_scale=[1.22, 1.53, 20, 2.99, 20, 10.6]) + WhiteKernel(noise_level=3.61e-05)"
748,T,without_delta_frac_A,"1.88**2 * RBF(length_scale=[0.522, 2.01, 18.1, 5.11, 20, 20]) + WhiteKernel(noise_level=8.7e-07)"
748,Cb,without_delta_Tc,"1.62**2 * RBF(length_scale=[0.602, 10.9, 20, 4.11, 20, 13]) + WhiteKernel(noise_level=1e-08)"
748,T,without_delta_Tc,"4.51**2 * RBF(length_scale=[0.529, 11.5, 20, 17.8, 20, 20]) + WhiteKernel(noise_level=2.69e-06)"
748,Cb,initial_only,"2.65**2 * RBF(length_scale=[1.22, 1.59, 20, 4.59, 20, 16.5]) + WhiteKernel(noise_level=2.88e-05)"
748,T,initial_only,"2.22**2 * RBF(length_scale=[0.493, 2.24, 19.4, 8.16, 20, 20]) + WhiteKernel(noise_level=3.18e-07)"
748,Cb,disturbance_only,"1.99**2 * RBF(length_scale=[1.38, 2.34, 20, 20, 20, 7.34]) + WhiteKernel(noise_level=2.67e-05)"
748,T,disturbance_only,"2.42**2 * RBF(length_scale=[0.533, 3.62, 19.6, 17.1, 20, 17.6]) + WhiteKernel(noise_level=1e-08)"
788,Cb,full,"1.1**2 * RBF(length_scale=[0.443, 3.96, 20, 9.53, 20, 5.47]) + WhiteKernel(noise_level=1.42e-07)"
788,T,full,"1.46**2 * RBF(length_scale=[0.398, 4.02, 18, 9.2, 20, 11.4]) + WhiteKernel(noise_level=9.28e-07)"
788,Cb,without_delta_frac_A,"1.26**2 * RBF(length_scale=[0.478, 1.94, 20, 3.75, 20, 5.89]) + WhiteKernel(noise_level=3e-07)"
788,T,without_delta_frac_A,"1.46**2 * RBF(length_scale=[0.424, 2.38, 17.3, 4.88, 20, 9.25]) + WhiteKernel(noise_level=1.35e-06)"
788,Cb,without_delta_Tc,"1.41**2 * RBF(length_scale=[0.427, 3.85, 20, 11.6, 20, 7.82]) + WhiteKernel(noise_level=1.95e-07)"
788,T,without_delta_Tc,"2.17**2 * RBF(length_scale=[0.401, 4.24, 12.8, 11.5, 20, 16]) + WhiteKernel(noise_level=1.64e-06)"
788,Cb,initial_only,"1.79**2 * RBF(length_scale=[0.505, 1.6, 20, 5.29, 20, 15.9]) + WhiteKernel(noise_level=5.09e-07)"
788,T,initial_only,"1.73**2 * RBF(length_scale=[0.465, 2.27, 14.3, 4.25, 20, 20]) + WhiteKernel(noise_level=8.2e-07)"
788,Cb,disturbance_only,"1.13**2 * RBF(length_scale=[0.441, 4.24, 20, 10.6, 20, 5.24]) + WhiteKernel(noise_level=6.18e-08)"
788,T,disturbance_only,"1.32**2 * RBF(length_scale=[0.411, 4.43, 16.4, 9.51, 20, 8.64]) + WhiteKernel(noise_level=1.11e-06)"
803,Cb,full,"1.64**2 * RBF(length_scale=[0.593, 2.5, 20, 4.44, 20, 14.6]) + WhiteKernel(noise_level=1.12e-05)"
803,T,full,"1.99**2 * RBF(length_scale=[0.489, 3.03, 20, 7.33, 20, 16]) + WhiteKernel(noise_level=6.16e-06)"
803,Cb,without_delta_frac_A,"2.11**2 * RBF(length_scale=[0.589, 1.92, 20, 5.79, 20, 16.4]) + WhiteKernel(noise_level=6.04e-06)"
803,T,without_delta_frac_A,"1.06**2 * RBF(length_scale=[0.442, 1.95, 20, 4.88, 20, 20]) + WhiteKernel(noise_level=6.32e-08)"
803,Cb,without_delta_Tc,"2.62**2 * RBF(length_scale=[0.745, 3.72, 20, 16.2, 20, 16.1]) + WhiteKernel(noise_level=1.47e-05)"
803,T,without_delta_Tc,"2.6**2 * RBF(length_scale=[0.521, 4.44, 7.23, 11.2, 20, 20]) + WhiteKernel(noise_level=3.45e-06)"
803,Cb,initial_only,"1.51**2 * RBF(length_scale=[0.576, 1.32, 20, 3.06, 20, 13.4]) + WhiteKernel(noise_level=2.28e-06)"
803,T,initial_only,"1.59**2 * RBF(length_scale=[0.465, 2.39, 11.3, 5.67, 20, 20]) + WhiteKernel(noise_level=1.3e-07)"
803,Cb,disturbance_only,"2.19**2 * RBF(length_scale=[0.631, 2.93, 20, 5.43, 20, 10.4]) + WhiteKernel(noise_level=6.75e-06)"
803,T,disturbance_only,"2.07**2 * RBF(length_scale=[0.528, 3.96, 20, 6.76, 20, 9.5]) + WhiteKernel(noise_level=1.35e-06)"
815,Cb,full,"1.16**2 * RBF(length_scale=[0.401, 5.9, 20, 10.2, 20, 6.33]) + WhiteKernel(noise_level=3.52e-08)"
815,T,full,"2.03**2 * RBF(length_scale=[0.32, 6.71, 20, 10.3, 20, 14.5]) + WhiteKernel(noise_level=1.32e-07)"
815,Cb,without_delta_frac_A,"1.2**2 * RBF(length_scale=[0.519, 1.43, 20, 3.97, 20, 8.16]) + WhiteKernel(noise_level=1.04e-06)"
815,T,without_delta_frac_A,"1.44**2 * RBF(length_scale=[0.447, 2.04, 20, 5.58, 20, 15.1]) + WhiteKernel(noise_level=1.23e-06)"
815,Cb,without_delta_Tc,"1.42**2 * RBF(length_scale=[0.413, 5.2, 20, 17.6, 20, 10.8]) + WhiteKernel(noise_level=5.66e-08)"
815,T,without_delta_Tc,"2.5**2 * RBF(length_scale=[0.372, 7.43, 15.8, 20, 20, 20]) + WhiteKernel(noise_level=3.99e-07)"
815,Cb,initial_only,"1.78**2 * RBF(length_scale=[0.497, 1.49, 20, 6.12, 20, 13.1]) + WhiteKernel(noise_level=6.87e-07)"
815,T,initial_only,"2.06**2 * RBF(length_scale=[0.447, 2.18, 17.7, 6.87, 20, 20]) + WhiteKernel(noise_level=8.97e-07)"
815,Cb,disturbance_only,"1.03**2 * RBF(length_scale=[0.399, 5.02, 20, 11.3, 20, 5.97]) + WhiteKernel(noise_level=1e-08)"
815,T,disturbance_only,"1.72**2 * RBF(length_scale=[0.346, 6.69, 18.1, 12.9, 20, 9.19]) + WhiteKernel(noise_level=2.75e-07)"
830,Cb,full,"1.13**2 * RBF(length_scale=[0.417, 4.59, 20, 11.8, 20, 6.43]) + WhiteKernel(noise_level=1.08e-07)"
830,T,full,"1.47**2 * RBF(length_scale=[0.357, 5.17, 18.1, 10.3, 20, 16.4]) + WhiteKernel(noise_level=4.46e-07)"
830,Cb,without_delta_frac_A,"1.34**2 * RBF(length_scale=[0.491, 1.45, 20, 5.79, 20, 9.58]) + WhiteKernel(noise_level=5.34e-07)"
830,T,without_delta_frac_A,"1.36**2 * RBF(length_scale=[0.423, 2.05, 20, 7.08, 20, 15.3]) + WhiteKernel(noise_level=6.15e-07)"
830,Cb,without_delta_Tc,"1.54**2 * RBF(length_scale=[0.386, 4.59, 20, 12.5, 20, 11]) + WhiteKernel(noise_level=1.13e-07)"
830,T,without_delta_Tc,"2.15**2 * RBF(length_scale=[0.32, 5.96, 16.5, 12.7, 20, 20]) + WhiteKernel(noise_level=3.47e-07)"
830,Cb,initial_only,"1.14**2 * RBF(length_scale=[0.519, 1.27, 20, 2.18, 20, 13.6]) + WhiteKernel(noise_level=5.41e-08)"
830,T,initial_only,"1.28**2 * RBF(length_scale=[0.449, 2.06, 15.9, 16.8, 20, 20]) + WhiteKernel(noise_level=1e-08)"
830,Cb,disturbance_only,"1.04**2 * RBF(length_scale=[0.432, 5.2, 20, 11, 20, 4.51]) + WhiteKernel(noise_level=1.56e-07)"
830,T,disturbance_only,"1.51**2 * RBF(length_scale=[0.386, 5.38, 18.8, 9.55, 20, 14.5]) + WhiteKernel(noise_level=9.51e-07)"
857,Cb,full,"1.15**2 * RBF(length_scale=[0.451, 3.07, 20, 8.18, 20, 7.51]) + WhiteKernel(noise_level=8.05e-08)"
857,T,full,"1.53**2 * RBF(length_scale=[0.41, 3.74, 20, 7.58, 20, 11.2]) + WhiteKernel(noise_level=5.21e-07)"
857,Cb,without_delta_frac_A,"1.59**2 * RBF(length_scale=[0.506, 1.83, 20, 4.24, 20, 8.53]) + WhiteKernel(noise_level=2.89e-07)"
857,T,without_delta_frac_A,"1.24**2 * RBF(length_scale=[0.45, 2.14, 20, 4.01, 20, 10.2]) + WhiteKernel(noise_level=2.81e-07)"
857,Cb,without_delta_Tc,"1.24**2 * RBF(length_scale=[0.443, 2.96, 20, 8.64, 20, 7.31]) + WhiteKernel(noise_level=1.1e-07)"
857,T,without_delta_Tc,"1.86**2 * RBF(length_scale=[0.417, 3.49, 15.6, 7.03, 20, 13.3]) + WhiteKernel(noise_level=8.98e-07)"
857,Cb,initial_only,"2.11**2 * RBF(length_scale=[0.561, 2.01, 20, 6.47, 20, 12]) + WhiteKernel(noise_level=8.99e-07)"
857,T,initial_only,"2.39**2 * RBF(length_scale=[0.478, 2.72, 13.4, 9.53, 20, 20]) + WhiteKernel(noise_level=5.11e-08)"
857,Cb,disturbance_only,"1.13**2 * RBF(length_scale=[0.447, 3.72, 20, 8.78, 20, 6.76]) + WhiteKernel(noise_level=4.38e-08)"
857,T,disturbance_only,"1.38**2 * RBF(length_scale=[0.403, 3.98, 20, 8.85, 20, 9.65]) + WhiteKernel(noise_level=3.1e-07)"
881,Cb,full,"1.79**2 * RBF(length_scale=[1.29, 5.15, 20, 14.3, 20, 10.9]) + WhiteKernel(noise_level=2.05e-05)"
881,T,full,"3.85**2 * RBF(length_scale=[0.853, 5.4, 20, 10.7, 20, 15.9]) + WhiteKernel(noise_level=6.59e-05)"
881,Cb,without_delta_frac_A,"2.22**2 * RBF(length_scale=[1.33, 2.16, 20, 3.05, 20, 11.5]) + WhiteKernel(noise_level=3.46e-05)"
881,T,without_delta_frac_A,"3.03**2 * RBF(length_scale=[0.575, 2.2, 19.7, 5.24, 20, 20]) + WhiteKernel(noise_level=2.42e-05)"
881,Cb,without_delta_Tc,"1.42**2 * RBF(length_scale=[0.597, 3.87, 20, 4.12, 20, 19.6]) + WhiteKernel(noise_level=4.8e-08)"
881,T,without_delta_Tc,"4.28**2 * RBF(length_scale=[0.619, 7.09, 11.4, 20, 20, 20]) + WhiteKernel(noise_level=4.84e-05)"
881,Cb,initial_only,"2.52**2 * RBF(length_scale=[1.25, 1.95, 20, 3.69, 20, 19.8]) + WhiteKernel(noise_level=2.97e-05)"
881,T,initial_only,"3.8**2 * RBF(length_scale=[0.513, 2.51, 14.8, 9.21, 20, 20]) + WhiteKernel(noise_level=7.31e-06)"
881,Cb,disturbance_only,"1.85**2 * RBF(length_scale=[1.49, 2.26, 20, 20, 20, 6.87]) + WhiteKernel(noise_level=1.11e-05)"
881,T,disturbance_only,"1.56**2 * RBF(length_scale=[0.56, 2.87, 18.8, 14.5, 20, 10.9]) + WhiteKernel(noise_level=1e-08)"
883,Cb,full,"2.53**2 * RBF(length_scale=[1.28, 9.82, 20, 20, 20, 10.9]) + WhiteKernel(noise_level=4.93e-05)"
883,T,full,"1.97**2 * RBF(length_scale=[0.468, 13.8, 20, 20, 20, 20]) + WhiteKernel(noise_level=1e-08)"
883,Cb,without_delta_frac_A,"1.65**2 * RBF(length_scale=[1.06, 1.67, 20, 4.03, 20, 12]) + WhiteKernel(noise_level=3.16e-05)"
883,T,without_delta_frac_A,"1.14**2 * RBF(length_scale=[0.468, 2.23, 20, 3.4, 20, 20]) + WhiteKernel(noise_level=1e-08)"
883,Cb,without_delta_Tc,"2.18**2 * RBF(length_scale=[1.28, 7, 20, 20, 20, 13.2]) + WhiteKernel(noise_level=5.75e-05)"
883,T,without_delta_Tc,"2.51**2 * RBF(length_scale=[0.484, 13.1, 17.4, 20, 20, 20]) + WhiteKernel(noise_level=1e-08)"
883,Cb,initial_only,"1.41**2 * RBF(length_scale=[0.573, 1.3, 20, 4.33, 20, 14.5]) + WhiteKernel(noise_level=3.86e-07)"
883,T,initial_only,"1.68**2 * RBF(length_scale=[0.484, 2.46, 14.9, 3.38, 20, 20]) + WhiteKernel(noise_level=2.73e-08)"
883,Cb,disturbance_only,"2.61**2 * RBF(length_scale=[1.29, 7.92, 20, 20, 20, 9.9]) + WhiteKernel(noise_level=4.42e-05)"
883,T,disturbance_only,"2.55**2 * RBF(length_scale=[0.475, 13.4, 17.9, 20, 20, 20]) + WhiteKernel(noise_level=1e-08)"
907,Cb,full,"1.38**2 * RBF(length_scale=[0.449, 3.35, 20, 9.48, 20, 7.89]) + WhiteKernel(noise_level=4.68e-07)"
907,T,full,"1.75**2 * RBF(length_scale=[0.374, 3.34, 18.7, 7.9, 20, 11.3]) + WhiteKernel(noise_level=2.12e-06)"
907,Cb,without_delta_frac_A,"1.59**2 * RBF(length_scale=[0.49, 1.83, 20, 5.11, 20, 8.82]) + WhiteKernel(noise_level=6.15e-07)"
907,T,without_delta_frac_A,"1.25**2 * RBF(length_scale=[0.431, 2.07, 20, 4.15, 20, 11.9]) + WhiteKernel(noise_level=1.74e-06)"
907,Cb,without_delta_Tc,"1.22**2 * RBF(length_scale=[0.405, 3.58, 20, 11.9, 20, 9.89]) + WhiteKernel(noise_level=3.97e-08)"
907,T,without_delta_Tc,"2.57**2 * RBF(length_scale=[0.387, 4.88, 14.4, 11.3, 20, 20]) + WhiteKernel(noise_level=1.38e-06)"
907,Cb,initial_only,"1.73**2 * RBF(length_scale=[0.521, 1.47, 20, 6.53, 20, 17]) + WhiteKernel(noise_level=1e-06)"
907,T,initial_only,"2.27**2 * RBF(length_scale=[0.46, 1.95, 13.9, 4.78, 20, 20]) + WhiteKernel(noise_level=2e-06)"
907,Cb,disturbance_only,"1.05**2 * RBF(length_scale=[0.436, 3.32, 20, 8.17, 20, 5.33]) + WhiteKernel(noise_level=2.55e-07)"
907,T,disturbance_only,"1.45**2 * RBF(length_scale=[0.389, 3.34, 18.5, 6.1, 20, 7.11]) + WhiteKernel(noise_level=4.53e-06)"
974,Cb,full,"1.07**2 * RBF(length_scale=[0.418, 2.99, 20, 8.91, 20, 7.45]) + WhiteKernel(noise_level=3.21e-07)"
974,T,full,"1.59**2 * RBF(length_scale=[0.331, 3.43, 20, 7.75, 20, 14.6]) + WhiteKernel(noise_level=1.81e-06)"
974,Cb,without_delta_frac_A,"1.19**2 * RBF(length_scale=[0.471, 1.62, 20, 7.56, 20, 7.27]) + WhiteKernel(noise_level=9.1e-07)"
974,T,without_delta_frac_A,"1.21**2 * RBF(length_scale=[0.405, 1.95, 20, 6.48, 20, 10.1]) + WhiteKernel(noise_level=4.26e-06)"
974,Cb,without_delta_Tc,"1.18**2 * RBF(length_scale=[0.399, 4.27, 20, 19.5, 20, 8.71]) + WhiteKernel(noise_level=5.14e-08)"
974,T,without_delta_Tc,"2.18**2 * RBF(length_scale=[0.358, 5.19, 19.8, 17.4, 20, 20]) + WhiteKernel(noise_level=5.11e-07)"
974,Cb,initial_only,"1.6**2 * RBF(length_scale=[0.535, 1.16, 20, 12.2, 20, 15.6]) + WhiteKernel(noise_level=5.68e-06)"
974,T,initial_only,"2.08**2 * RBF(length_scale=[0.454, 1.77, 12.2, 8.92, 20, 20]) + WhiteKernel(noise_level=7.93e-07)"
974,Cb,disturbance_only,"1.05**2 * RBF(length_scale=[0.425, 3, 20, 8.34, 20, 5.65]) + WhiteKernel(noise_level=2.84e-07)"
974,T,disturbance_only,"1.66**2 * RBF(length_scale=[0.341, 3.57, 20, 8, 20, 12.8]) + WhiteKernel(noise_level=2.48e-06)"
992,Cb,full,"2.6**2 * RBF(length_scale=[1.25, 7.05, 20, 20, 20, 10.7]) + WhiteKernel(noise_level=3.38e-05)"
992,T,full,"1.57**2 * RBF(length_scale=[0.456, 8.71, 20, 20, 20, 20]) + WhiteKernel(noise_level=1e-08)"
992,Cb,without_delta_frac_A,"2.67**2 * RBF(length_scale=[1.26, 2.08, 20, 6.54, 20, 12.9]) + WhiteKernel(noise_level=2.76e-05)"
992,T,without_delta_frac_A,"1.27**2 * RBF(length_scale=[0.454, 1.82, 20, 8.38, 20, 20]) + WhiteKernel(noise_level=1e-08)"
992,Cb,without_delta_Tc,"3.55**2 * RBF(length_scale=[1.23, 7.81, 20, 20, 20, 18.3]) + WhiteKernel(noise_level=3.07e-05)"
992,T,without_delta_Tc,"3.09**2 * RBF(length_scale=[0.477, 12.4, 14.3, 20, 20, 20]) + WhiteKernel(noise_level=1e-08)"
992,Cb,initial_only,"2.69**2 * RBF(length_scale=[1.23, 1.76, 20, 4.09, 20, 17.2]) + WhiteKernel(noise_level=2.99e-05)"
992,T,initial_only,"2**2 * RBF(length_scale=[0.485, 2.45, 17.6, 6.11, 20, 20]) + WhiteKernel(noise_level=1e-08)"
992,Cb,disturbance_only,"2.31**2 * RBF(length_scale=[1.28, 6.7, 20, 20, 20, 8.39]) + WhiteKernel(noise_level=5.18e-05)"
992,T,disturbance_only,"1.72**2 * RBF(length_scale=[0.468, 9.64, 20, 20, 20, 20]) + WhiteKernel(noise_level=1e-08)"
