test_batch,output,history_size,learned_kernel
815,Cb,3,"0.928**2 * RBF(length_scale=[0.823, 1.54, 20, 1.68, 20, 1.34]) + WhiteKernel(noise_level=0.000101)"
815,T,3,"1.3**2 * RBF(length_scale=[0.709, 0.974, 20, 20, 7.52, 5.7]) + WhiteKernel(noise_level=0.000363)"
815,Cb,5,"0.942**2 * RBF(length_scale=[0.839, 1.23, 20, 20, 20, 1.77]) + WhiteKernel(noise_level=0.000109)"
815,T,5,"1.81**2 * RBF(length_scale=[0.75, 2.05, 12.6, 10.6, 18.2, 7.29]) + WhiteKernel(noise_level=0.000363)"
815,Cb,7,"1.02**2 * RBF(length_scale=[0.845, 7.91, 17.2, 1.19, 20, 1.66]) + WhiteKernel(noise_level=0.000112)"
815,T,7,"1.56**2 * RBF(length_scale=[0.722, 2.02, 5.82, 2.56, 20, 5.99]) + WhiteKernel(noise_level=0.000367)"
815,Cb,9,"1.21**2 * RBF(length_scale=[0.856, 1.12, 19.7, 1.72, 20, 2.81]) + WhiteKernel(noise_level=0.000184)"
815,T,9,"1.46**2 * RBF(length_scale=[0.72, 1.61, 6.03, 3.97, 20, 3.95]) + WhiteKernel(noise_level=0.000437)"
815,Cb,12,"1.52**2 * RBF(length_scale=[0.862, 1.39, 20, 1.64, 20, 3.73]) + WhiteKernel(noise_level=0.000168)"
815,T,12,"2.02**2 * RBF(length_scale=[0.726, 2.04, 6.78, 1.97, 20, 5.96]) + WhiteKernel(noise_level=0.000426)"
815,Cb,15,"1.63**2 * RBF(length_scale=[0.841, 1.6, 20, 2.13, 20, 4.36]) + WhiteKernel(noise_level=0.00015)"
815,T,15,"2.7**2 * RBF(length_scale=[0.699, 2.85, 11.7, 2.83, 20, 8.8]) + WhiteKernel(noise_level=0.000323)"
815,Cb,20,"1.84**2 * RBF(length_scale=[0.832, 2.01, 20, 2.85, 20, 5.63]) + WhiteKernel(noise_level=0.000111)"
815,T,20,"3.04**2 * RBF(length_scale=[0.482, 3.19, 15, 3.15, 20, 13.7]) + WhiteKernel(noise_level=3.44e-06)"
815,Cb,30,"1.84**2 * RBF(length_scale=[0.519, 1.95, 20, 3.21, 20, 8.21]) + WhiteKernel(noise_level=1.48e-06)"
815,T,30,"2.46**2 * RBF(length_scale=[0.477, 2.79, 14.3, 2.79, 16.4, 8.44]) + WhiteKernel(noise_level=3.39e-06)"
830,Cb,1,"1.22**2 * RBF(length_scale=[0.935, 1, 1, 1, 1, 1]) + WhiteKernel(noise_level=0.000315)"
830,T,1,"2.02**2 * RBF(length_scale=[1.67, 0.862, 0.862, 0.862, 0.862, 0.862]) + WhiteKernel(noise_level=0.00175)"
830,Cb,3,"1.19**2 * RBF(length_scale=[1.02, 4.25, 14.3, 4.28, 0.342, 20]) + WhiteKernel(noise_level=0.000167)"
830,T,3,"2.18**2 * RBF(length_scale=[1.6, 20, 2.08, 20, 1.96, 2.15]) + WhiteKernel(noise_level=0.0016)"
830,Cb,5,"1.52**2 * RBF(length_scale=[1.11, 20, 20, 0.734, 2.6, 6.62]) + WhiteKernel(noise_level=0.000123)"
830,T,5,"1.82**2 * RBF(length_scale=[0.814, 20, 9.46, 1.87, 20, 3.45]) + WhiteKernel(noise_level=0.000332)"
830,Cb,7,"1.72**2 * RBF(length_scale=[1.07, 1.63, 20, 1.81, 20, 4.04]) + WhiteKernel(noise_level=0.000121)"
830,T,7,"2.3**2 * RBF(length_scale=[0.873, 4.08, 11.1, 2.63, 20, 3.58]) + WhiteKernel(noise_level=0.000435)"
830,Cb,9,"1.51**2 * RBF(length_scale=[0.842, 1.48, 20, 1.79, 20, 4.93]) + WhiteKernel(noise_level=0.000196)"
830,T,9,"1.99**2 * RBF(length_scale=[0.768, 7.98, 11.6, 1.57, 20, 3.97]) + WhiteKernel(noise_level=0.000588)"
830,Cb,12,"1.48**2 * RBF(length_scale=[0.84, 1.44, 20, 1.68, 20, 5.48]) + WhiteKernel(noise_level=0.000161)"
830,T,12,"2.55**2 * RBF(length_scale=[0.77, 12, 16.2, 1.81, 20, 7.75]) + WhiteKernel(noise_level=0.000424)"
830,Cb,15,"1.59**2 * RBF(length_scale=[0.839, 1.59, 20, 2.06, 20, 7.2]) + WhiteKernel(noise_level=0.000142)"
830,T,15,"2.63**2 * RBF(length_scale=[0.808, 9.09, 20, 1.43, 20, 8.68]) + WhiteKernel(noise_level=0.00041)"
830,Cb,20,"1.78**2 * RBF(length_scale=[0.819, 1.65, 20, 2.42, 20, 7.89]) + WhiteKernel(noise_level=0.000127)"
830,T,20,"2.76**2 * RBF(length_scale=[0.738, 3.05, 17.6, 2.33, 20, 11]) + WhiteKernel(noise_level=0.000342)"
830,Cb,30,"2**2 * RBF(length_scale=[0.525, 1.94, 20, 3.1, 20, 10.1]) + WhiteKernel(noise_level=3.51e-06)"
830,T,30,"2.84**2 * RBF(length_scale=[0.478, 2.7, 16.4, 2.15, 18.9, 15.2]) + WhiteKernel(noise_level=3.5e-06)"
857,Cb,1,"0.95**2 * RBF(length_scale=[1.14, 1, 1, 1, 1, 1]) + WhiteKernel(noise_level=8.75e-05)"
857,T,1,"2.37**2 * RBF(length_scale=[2.15, 1, 1, 1, 1, 1]) + WhiteKernel(noise_level=0.00106)"
857,Cb,3,"0.968**2 * RBF(length_scale=[1.18, 0.852, 1.28, 0.778, 1.33, 0.494]) + WhiteKernel(noise_level=6.41e-05)"
857,T,3,"1.84**2 * RBF(length_scale=[1.86, 14.9, 20, 0.643, 3.18, 20]) + WhiteKernel(noise_level=0.000859)"
857,Cb,5,"1.21**2 * RBF(length_scale=[1.28, 11.6, 6.89, 0.884, 20, 1.9]) + WhiteKernel(noise_level=4.42e-05)"
857,T,5,"1.8**2 * RBF(length_scale=[1.66, 5.75, 20, 2.25, 3.98, 2.17]) + WhiteKernel(noise_level=0.000816)"
857,Cb,7,"1.23**2 * RBF(length_scale=[1.12, 1.59, 20, 1.43, 20, 2.31]) + WhiteKernel(noise_level=5.79e-05)"
857,T,7,"1.76**2 * RBF(length_scale=[1.47, 3.81, 2.97, 2.29, 20, 2.49]) + WhiteKernel(noise_level=0.000832)"
857,Cb,9,"1.33**2 * RBF(length_scale=[0.839, 1.38, 20, 2.92, 20, 3.91]) + WhiteKernel(noise_level=0.000134)"
857,T,9,"1.74**2 * RBF(length_scale=[0.749, 2.51, 5.92, 3.69, 20, 3.37]) + WhiteKernel(noise_level=0.000443)"
857,Cb,12,"1.38**2 * RBF(length_scale=[0.839, 1.5, 20, 3.41, 20, 3.96]) + WhiteKernel(noise_level=0.000127)"
857,T,12,"2.4**2 * RBF(length_scale=[0.749, 2.99, 9.74, 5.97, 20, 6.23]) + WhiteKernel(noise_level=0.000385)"
857,Cb,15,"1.63**2 * RBF(length_scale=[0.829, 1.56, 20, 4.76, 20, 5.51]) + WhiteKernel(noise_level=0.000128)"
857,T,15,"3.07**2 * RBF(length_scale=[0.739, 3.18, 12.6, 7.08, 20, 8.47]) + WhiteKernel(noise_level=0.000358)"
857,Cb,20,"1.73**2 * RBF(length_scale=[0.794, 1.65, 20, 5.09, 20, 5.89]) + WhiteKernel(noise_level=9.98e-05)"
857,T,20,"2.41**2 * RBF(length_scale=[0.473, 2.73, 9.56, 6.29, 20, 9.54]) + WhiteKernel(noise_level=1.01e-05)"
857,Cb,30,"1.91**2 * RBF(length_scale=[0.524, 1.77, 20, 4.19, 20, 8.9]) + WhiteKernel(noise_level=5.24e-06)"
857,T,30,"2.21**2 * RBF(length_scale=[0.478, 2.89, 10.8, 3.16, 16.4, 7.79]) + WhiteKernel(noise_level=1.15e-05)"
881,Cb,1,"0.747**2 * RBF(length_scale=[0.796, 1, 1, 1, 1, 1]) + WhiteKernel(noise_level=0.000145)"
881,T,1,"0.903**2 * RBF(length_scale=[0.605, 1.01, 1.01, 1.01, 1.01, 1.01]) + WhiteKernel(noise_level=0.000705)"
881,Cb,3,"0.817**2 * RBF(length_scale=[0.786, 20, 20, 0.91, 20, 2.69]) + WhiteKernel(noise_level=0.000123)"
881,T,3,"0.873**2 * RBF(length_scale=[0.599, 19, 1.56, 0.329, 0.2, 17.7]) + WhiteKernel(noise_level=0.00046)"
881,Cb,5,"0.84**2 * RBF(length_scale=[0.814, 0.805, 20, 0.946, 3.71, 1.78]) + WhiteKernel(noise_level=0.000141)"
881,T,5,"0.948**2 * RBF(length_scale=[0.647, 20, 0.369, 1.34, 20, 20]) + WhiteKernel(noise_level=0.000567)"
881,Cb,7,"0.963**2 * RBF(length_scale=[0.811, 0.997, 20, 1.23, 20, 2.44]) + WhiteKernel(noise_level=0.000109)"
881,T,7,"1.09**2 * RBF(length_scale=[0.661, 20, 3.04, 0.671, 20, 3.34]) + WhiteKernel(noise_level=0.00052)"
881,Cb,9,"0.88**2 * RBF(length_scale=[0.813, 0.968, 20, 1.16, 17.4, 2.25]) + WhiteKernel(noise_level=0.000117)"
881,T,9,"1.02**2 * RBF(length_scale=[0.666, 20, 3.45, 0.706, 2.67, 2.87]) + WhiteKernel(noise_level=0.000583)"
881,Cb,12,"1.22**2 * RBF(length_scale=[0.831, 1.45, 20, 2.05, 20, 2.93]) + WhiteKernel(noise_level=0.000103)"
881,T,12,"1.33**2 * RBF(length_scale=[0.681, 1.64, 2.98, 1.44, 5.65, 3.54]) + WhiteKernel(noise_level=0.000549)"
881,Cb,15,"1.4**2 * RBF(length_scale=[0.797, 1.71, 20, 2.95, 20, 4.27]) + WhiteKernel(noise_level=7.27e-05)"
881,T,15,"1.27**2 * RBF(length_scale=[0.679, 20, 1.33, 1.25, 4.52, 2.27]) + WhiteKernel(noise_level=0.000417)"
881,Cb,20,"1.64**2 * RBF(length_scale=[0.787, 1.96, 20, 3.95, 20, 5.03]) + WhiteKernel(noise_level=6.45e-05)"
881,T,20,"2.44**2 * RBF(length_scale=[0.491, 2.64, 9.43, 2.91, 20, 10.9]) + WhiteKernel(noise_level=2.59e-05)"
881,Cb,30,"1.68**2 * RBF(length_scale=[0.564, 1.95, 20, 4.84, 20, 7.16]) + WhiteKernel(noise_level=1.14e-05)"
881,T,30,"2.92**2 * RBF(length_scale=[0.484, 2.57, 13.1, 3.41, 15.8, 12.4]) + WhiteKernel(noise_level=8.76e-06)"
883,Cb,1,"1.78**2 * RBF(length_scale=[1.45, 1, 1, 1, 1, 1]) + WhiteKernel(noise_level=0.000265)"
883,T,1,"1.51**2 * RBF(length_scale=[1.84, 1, 1, 1, 1, 1]) + WhiteKernel(noise_level=0.00103)"
883,Cb,3,"0.864**2 * RBF(length_scale=[0.84, 1.02, 0.906, 0.959, 1.03, 1.33]) + WhiteKernel(noise_level=0.000157)"
883,T,3,"1.09**2 * RBF(length_scale=[0.685, 5.94, 20, 0.404, 19.2, 20]) + WhiteKernel(noise_level=0.00048)"
883,Cb,5,"0.858**2 * RBF(length_scale=[0.839, 0.533, 20, 1.13, 0.958, 7.33]) + WhiteKernel(noise_level=0.000134)"
883,T,5,"0.927**2 * RBF(length_scale=[0.663, 0.668, 0.2, 0.2, 0.506, 0.516]) + WhiteKernel(noise_level=0.000476)"
883,Cb,7,"0.943**2 * RBF(length_scale=[0.841, 0.859, 20, 1.18, 20, 1.84]) + WhiteKernel(noise_level=0.000152)"
883,T,7,"1.08**2 * RBF(length_scale=[0.706, 2.23, 0.533, 1.02, 20, 20]) + WhiteKernel(noise_level=0.000524)"
883,Cb,9,"1.43**2 * RBF(length_scale=[0.839, 1.61, 20, 2.01, 20, 3.23]) + WhiteKernel(noise_level=0.000123)"
883,T,9,"1.51**2 * RBF(length_scale=[0.688, 2.11, 3.29, 1.39, 7.53, 6.48]) + WhiteKernel(noise_level=0.00049)"
883,Cb,12,"1.22**2 * RBF(length_scale=[0.835, 1.25, 20, 1.97, 12.6, 2.84]) + WhiteKernel(noise_level=0.00013)"
883,T,12,"1.53**2 * RBF(length_scale=[0.682, 1.62, 3.39, 1.86, 16.9, 6.3]) + WhiteKernel(noise_level=0.000499)"
883,Cb,15,"1.49**2 * RBF(length_scale=[0.83, 1.58, 20, 2.44, 20, 4.22]) + WhiteKernel(noise_level=0.000108)"
883,T,15,"1.18**2 * RBF(length_scale=[0.72, 3.58, 0.82, 1.17, 1.34, 2.85]) + WhiteKernel(noise_level=0.000494)"
883,Cb,20,"1.64**2 * RBF(length_scale=[0.81, 1.78, 20, 3.52, 20, 5.14]) + WhiteKernel(noise_level=8.56e-05)"
883,T,20,"2.64**2 * RBF(length_scale=[0.501, 2.88, 11.6, 2.75, 15.8, 11.1]) + WhiteKernel(noise_level=3.33e-05)"
883,Cb,30,"1.62**2 * RBF(length_scale=[0.547, 1.85, 20, 3.92, 20, 6.78]) + WhiteKernel(noise_level=5.49e-06)"
883,T,30,"2.7**2 * RBF(length_scale=[0.484, 2.54, 13.4, 3.36, 16.6, 10.5]) + WhiteKernel(noise_level=8.56e-06)"
907,Cb,1,"0.881**2 * RBF(length_scale=[0.901, 1, 1, 1, 1, 1]) + WhiteKernel(noise_level=0.000144)"
907,T,1,"3.37**2 * RBF(length_scale=[1.84, 1, 1, 1, 1, 1]) + WhiteKernel(noise_level=0.00201)"
907,Cb,3,"0.887**2 * RBF(length_scale=[0.872, 0.598, 1.26, 14.5, 1.7, 6.99]) + WhiteKernel(noise_level=0.000103)"
907,T,3,"1.22**2 * RBF(length_scale=[0.818, 20, 20, 1.25, 20, 5.56]) + WhiteKernel(noise_level=0.000353)"
907,Cb,5,"1.75**2 * RBF(length_scale=[1.04, 1.54, 20, 20, 20, 4.34]) + WhiteKernel(noise_level=9.42e-05)"
907,T,5,"1.51**2 * RBF(length_scale=[0.867, 20, 20, 1.77, 20, 2.83]) + WhiteKernel(noise_level=0.000437)"
907,Cb,7,"1.53**2 * RBF(length_scale=[0.978, 1.61, 20, 20, 20, 3.61]) + WhiteKernel(noise_level=0.000131)"
907,T,7,"2.14**2 * RBF(length_scale=[0.869, 2.42, 5.95, 20, 20, 4.3]) + WhiteKernel(noise_level=0.000406)"
907,Cb,9,"1.59**2 * RBF(length_scale=[0.989, 1.7, 20, 20, 20, 4.32]) + WhiteKernel(noise_level=0.00011)"
907,T,9,"2.6**2 * RBF(length_scale=[0.886, 2.95, 7.85, 20, 20, 7.2]) + WhiteKernel(noise_level=0.000297)"
907,Cb,12,"1.35**2 * RBF(length_scale=[0.939, 1.36, 20, 20, 20, 3.71]) + WhiteKernel(noise_level=0.000122)"
907,T,12,"2.38**2 * RBF(length_scale=[0.757, 3.19, 10.8, 20, 20, 6.77]) + WhiteKernel(noise_level=0.000225)"
907,Cb,15,"1.33**2 * RBF(length_scale=[0.85, 1.49, 20, 12.6, 20, 4.26]) + WhiteKernel(noise_level=8.94e-05)"
907,T,15,"2.66**2 * RBF(length_scale=[0.496, 3.95, 19.3, 6.85, 20, 10.3]) + WhiteKernel(noise_level=3.02e-08)"
907,Cb,20,"2.03**2 * RBF(length_scale=[0.895, 2.29, 20, 8.05, 20, 6.6]) + WhiteKernel(noise_level=7.83e-05)"
907,T,20,"2.95**2 * RBF(length_scale=[0.497, 3.79, 20, 5.02, 20, 14.4]) + WhiteKernel(noise_level=8.1e-08)"
907,Cb,30,"2**2 * RBF(length_scale=[0.545, 2.05, 20, 4.72, 20, 8.93]) + WhiteKernel(noise_level=2.12e-06)"
907,T,30,"2.15**2 * RBF(length_scale=[0.471, 2.44, 11.2, 3.57, 20, 10.8]) + WhiteKernel(noise_level=8.62e-07)"
974,Cb,1,"1.09**2 * RBF(length_scale=[0.824, 0.995, 0.995, 0.995, 0.995, 0.995]) + WhiteKernel(noise_level=0.000293)"
974,T,1,"1.23**2 * RBF(length_scale=[0.79, 0.999, 0.999, 0.999, 0.999, 0.999]) + WhiteKernel(noise_level=0.000538)"
974,Cb,3,"1.82**2 * RBF(length_scale=[0.949, 2.65, 13.3, 20, 2.41, 0.913]) + WhiteKernel(noise_level=0.000183)"
974,T,3,"1.18**2 * RBF(length_scale=[0.772, 0.2, 0.2, 0.2, 1.16, 0.2]) + WhiteKernel(noise_level=0.00044)"
974,Cb,5,"2.48**2 * RBF(length_scale=[1.01, 1.86, 20, 20, 20, 6.09]) + WhiteKernel(noise_level=0.000159)"
974,T,5,"2.77**2 * RBF(length_scale=[1.4, 20, 20, 1.91, 3.01, 4.66]) + WhiteKernel(noise_level=0.00221)"
974,Cb,7,"1.52**2 * RBF(length_scale=[0.991, 2.14, 7.03, 2.78, 20, 3.61]) + WhiteKernel(noise_level=7.58e-05)"
974,T,7,"2.56**2 * RBF(length_scale=[1.42, 4.96, 6.75, 2.17, 4.69, 4.33]) + WhiteKernel(noise_level=0.00138)"
974,Cb,9,"1.49**2 * RBF(length_scale=[0.944, 1.84, 8.9, 3.02, 20, 3.62]) + WhiteKernel(noise_level=8.54e-05)"
974,T,9,"1.77**2 * RBF(length_scale=[0.725, 2.72, 4.5, 5.62, 20, 3.86]) + WhiteKernel(noise_level=0.000271)"
974,Cb,12,"1.55**2 * RBF(length_scale=[0.946, 2.04, 11.2, 3.61, 20, 4.19]) + WhiteKernel(noise_level=5.51e-05)"
974,T,12,"1.98**2 * RBF(length_scale=[0.693, 2.65, 6.32, 7.22, 20, 4.96]) + WhiteKernel(noise_level=0.000257)"
974,Cb,15,"1.89**2 * RBF(length_scale=[0.948, 2.32, 20, 3.91, 20, 5.69]) + WhiteKernel(noise_level=5.18e-05)"
974,T,15,"2.11**2 * RBF(length_scale=[0.666, 3.04, 7.01, 5.66, 20, 5.94]) + WhiteKernel(noise_level=0.000219)"
974,Cb,20,"1.92**2 * RBF(length_scale=[0.886, 2.08, 20, 3.85, 20, 6.49]) + WhiteKernel(noise_level=4.7e-05)"
974,T,20,"3.14**2 * RBF(length_scale=[0.692, 3.66, 11.1, 5.33, 13.5, 8.15]) + WhiteKernel(noise_level=0.000176)"
974,Cb,30,"1.96**2 * RBF(length_scale=[0.807, 1.95, 20, 4.6, 20, 6.81]) + WhiteKernel(noise_level=4.39e-05)"
974,T,30,"2.99**2 * RBF(length_scale=[0.489, 3.35, 11.5, 4.18, 12.8, 11.2]) + WhiteKernel(noise_level=1.6e-06)"
992,Cb,1,"1.92**2 * RBF(length_scale=[0.851, 0.999, 0.999, 0.999, 0.999, 0.999]) + WhiteKernel(noise_level=1.06e-05)"
992,T,1,"2.29**2 * RBF(length_scale=[2.25, 0.998, 0.998, 0.998, 0.998, 0.998]) + WhiteKernel(noise_level=0.000676)"
992,Cb,3,"0.895**2 * RBF(length_scale=[0.807, 0.941, 0.558, 0.798, 0.799, 0.445]) + WhiteKernel(noise_level=0.000198)"
992,T,3,"1.49**2 * RBF(length_scale=[0.764, 2.48, 20, 20, 17.8, 1.16]) + WhiteKernel(noise_level=0.000553)"
992,Cb,5,"0.874**2 * RBF(length_scale=[0.793, 1.58, 15.4, 0.764, 0.306, 14]) + WhiteKernel(noise_level=0.000241)"
992,T,5,"1.65**2 * RBF(length_scale=[0.787, 4, 20, 20, 8.98, 1.58]) + WhiteKernel(noise_level=0.000524)"
992,Cb,7,"1.02**2 * RBF(length_scale=[0.808, 0.591, 20, 0.588, 20, 4.81]) + WhiteKernel(noise_level=0.000188)"
992,T,7,"1.55**2 * RBF(length_scale=[0.76, 1.76, 5.67, 20, 20, 2.36]) + WhiteKernel(noise_level=0.000518)"
992,Cb,9,"0.926**2 * RBF(length_scale=[0.811, 0.658, 20, 0.856, 20, 2.97]) + WhiteKernel(noise_level=0.000183)"
992,T,9,"1.34**2 * RBF(length_scale=[0.744, 1.58, 4.82, 1.52, 20, 3.85]) + WhiteKernel(noise_level=0.000602)"
992,Cb,12,"1.19**2 * RBF(length_scale=[0.811, 1.06, 20, 1.78, 20, 4.1]) + WhiteKernel(noise_level=0.000136)"
992,T,12,"2.33**2 * RBF(length_scale=[0.769, 2.07, 10.9, 2.64, 20, 6.77]) + WhiteKernel(noise_level=0.000473)"
992,Cb,15,"1.35**2 * RBF(length_scale=[0.796, 1.25, 20, 2.3, 20, 5.41]) + WhiteKernel(noise_level=0.000121)"
992,T,15,"2.54**2 * RBF(length_scale=[0.767, 2.36, 13, 3.01, 20, 7.54]) + WhiteKernel(noise_level=0.000358)"
992,Cb,20,"1.44**2 * RBF(length_scale=[0.784, 1.41, 20, 2.88, 20, 6.05]) + WhiteKernel(noise_level=9.86e-05)"
992,T,20,"3.14**2 * RBF(length_scale=[0.735, 2.75, 17.7, 3.82, 20, 11.6]) + WhiteKernel(noise_level=0.0003)"
992,Cb,30,"1.47**2 * RBF(length_scale=[0.516, 1.75, 20, 3.22, 20, 7.3]) + WhiteKernel(noise_level=2.41e-06)"
992,T,30,"2.23**2 * RBF(length_scale=[0.473, 2.48, 10.5, 3.71, 15.1, 9.42]) + WhiteKernel(noise_level=1.03e-05)"
